# stable entry ID (do not change if users may have marked as known),# Swedish word (lemma),# verb | adjective | adverb | noun | numeral | etc.,# English translation,# Brazilian Portuguese translation,# semicolon-separated inflected forms for search,# optional CEFR level (A1–C2),# optional raw corpus frequency (Kelly),# optional words-per-million frequency (Kelly),# practice | kelly | manual,# example 1 Swedish sentence,# example 1 English gloss,# example 1 Portuguese gloss,# optional: past | present | future,# optional tokens: word|lemma|en|pt;word2|lemma2|en2|pt2,# example 2 Swedish (verbs: present tense),# example 2 English,# example 2 Portuguese,# example 2 tense key,# example 2 token breakdown,# example 3 Swedish (verbs: future tense),# example 3 English,# example 3 Portuguese,# example 3 tense key,# example 3 token breakdown,# optional usage note (Kelly source text)
id,lemma,type,english,portuguese,forms,cefr,frequency,wpm,source,ex1_sv,ex1_en,ex1_pt,ex1_tense,ex1_tokens,ex2_sv,ex2_en,ex2_pt,ex2_tense,ex2_tokens,ex3_sv,ex3_en,ex3_pt,ex3_tense,ex3_tokens,usage_note
adjective-hogljudd,Högljudd,adjective,loud,Barulhento,högljudd,,,,practice,Grannen är högljudd.,the neighbor is loud,o vizinho estou barulhento,,Grannen|grann|the neighbor|o vizinho;är|är|is|estou;högljudd.|högljudd|loud|barulhento,,,,,,,,,,,
verb-hora,Höra,verb,to hear,Escutar,höra;hörde;hör,,,,practice,Du hörde ljudet.,you hear the sound,você escutar o som,past,Du|du|you|você;hörde|hörde|hear|escutar;ljudet.|ljudet|the sound|o som,Du hör ljudet.,you hear the sound,você escutar o som,present,Du|du|you|você;hör|hör|hear|escutar;ljudet.|ljudet|the sound|o som,Du ska höra ljudet.,you will hear the sound,você vai escutar o som,future,Du|du|you|você;ska|ska|will|vai;höra|höra|hear|escutar;ljudet.|ljudet|the sound|o som,
adverb-ibland,Ibland,adverb,sometimes,Às vezes,ibland,,,,practice,Jag läser ibland.,I read sometimes,eu leio às vezes,,Jag|jag|I|eu;läser|läs|read|leio;ibland.|ibland|sometimes|às vezes,,,,,,,,,,,
adverb-idag,Idag,adverb,today,Hoje,idag,,,,practice,Vad händer idag?,what happens today,o quê acontece hoje,,Vad|vad|what|o quê;händer|hand|happens|acontece;idag?|idag|today|hoje,,,,,,,,,,,
adverb-igen,Igen,adverb,again,Novamente,igen,,,,practice,Kan du säga det igen?,can you say it again,pode você dizer isso de novo,,Kan|kan|can|pode;du|du|you|você;säga|säga|say|dizer;det|det|it|isso;igen?|igen|again|de novo,,,,,,,,,,,
adverb-igar,Igår,adverb,yesterday,Ontem,igår,,,,practice,Han var här igår.,he was here yesterday,ele estava aqui ontem,,Han|han|he|ele;var|var|was|estava;här|här|here|aqui;igår.|igår|yesterday|ontem,,,,,,,,,,,
adverb-imorgon,Imorgon,adverb,tomorrow,Amanhã,imorgon,,,,practice,Vi ses imorgon.,we tomorrow,nós nos vemos amanhã,,Vi|vi|we|nós;ses|ses|—|nos vemos;imorgon.|imorgon|tomorrow|amanhã,,,,,,,,,,,
adverb-inne,Inne,adverb,inside,Dentro,inne,,,,practice,Det är varmt inne.,it is warm inside,isso estou quente dentro,,Det|det|it|isso;är|är|is|estou;varmt|varmt|warm|quente;inne.|inne|inside|dentro,,,,,,,,,,,
adverb-inte,Inte,adverb,not,Não,inte,,,,practice,Jag förstår inte.,I understand not,eu entendo não,,Jag|jag|I|eu;förstår|förstår|understand|entendo;inte.|inte|not|não,,,,,,,,,,,
adverb-inte-alls,Inte alls,adverb,not at all,De jeito nenhum,inte alls,,,,practice,Jag är inte alls trött.,I is not tired,eu estou não cansado,,Jag|jag|I|eu;är|är|is|estou;inte|inte|not|não;alls|alls|—|—;trött.|trött|tired|cansado,,,,,,,,,,,
adjective-intressant,Intressant,adjective,interesting,Interessante,intressant,,,,practice,Boken är intressant.,the book is interesting,o livro estou interessante,,Boken|boken|the book|o livro;är|är|is|estou;intressant.|intressant|interesting|interessante,,,,,,,,,,,
verb-jobba,Jobba,verb,to work,Trabalhar,jobba;jobbade;jobbar,,,,practice,Vi jobbade hårt.,we work hard,nós trabalhar duro,past,Vi|vi|we|nós;jobbade|jobbade|work|trabalhar;hårt.|hårt|hard|duro,Vi jobbar hårt.,we work hard,nós trabalhar duro,present,Vi|vi|we|nós;jobbar|jobb|work|trabalhar;hårt.|hårt|hard|duro,Vi ska jobba hårt.,we will work hard,nós vai trabalhar duro,future,Vi|vi|we|nós;ska|ska|will|vai;jobba|jobba|work|trabalhar;hårt.|hårt|hard|duro,
adverb-jamt,Jämt,adverb,constantly,Constantemente,jämt,,,,practice,Hon pratar jämt.,she speaks constantly,ela fala constantemente,,Hon|hon|she|ela;pratar|prat|speaks|fala;jämt.|jämt|constantly|constantemente,,,,,,,,,,,
adjective-kall,Kall,adjective,cold,Frio,kall;kallt,,,,practice,Det är kallt ute.,it is cold outside,isso estou frio lá fora,,Det|det|it|isso;är|är|is|estou;kallt|kall|cold|frio;ute.|ute|outside|lá fora,,,,,,,,,,,
adverb-kanske,Kanske,adverb,maybe,Talvez,kanske,,,,practice,Kanske imorgon.,maybe tomorrow,talvez amanhã,,Kanske|kanske|maybe|talvez;imorgon.|imorgon|tomorrow|amanhã,,,,,,,,,,,
adverb-knappt,Knappt,adverb,hardly ever,Quase nunca,knappt,,,,practice,Jag ser honom knappt.,I see him hardly ever,eu vejo ele (obj.) quase nunca,,Jag|jag|I|eu;ser|ser|see|vejo;honom|honom|him|ele (obj.);knappt.|knappt|hardly ever|quase nunca,,,,,,,,,,,
verb-komma,Komma,verb,to come,Vir,komma,,,,practice,Hon kom hit.,she come here,ela vir para cá,past,Hon|hon|she|ela;kom|kom|come|vir;hit.|hit|here|para cá,Hon kommer hit.,she comes here,ela vem para cá,present,Hon|hon|she|ela;kommer|kommer|comes|vem;hit.|hit|here|para cá,Hon ska komma hit.,she will come here,ela vai vir para cá,future,Hon|hon|she|ela;ska|ska|will|vai;komma|komma|come|vir;hit.|hit|here|para cá,
adjective-konstig,Konstig,adjective,strange,Estranho,konstig;konstigt,,,,practice,Det är konstigt.,it is strange,isso estou estranho,,Det|det|it|isso;är|är|is|estou;konstigt.|konstig|strange|estranho,,,,,,,,,,,
adjective-kort,Kort,adjective,short,Curto,kort,,,,practice,Klänningen är kort.,the dress is cards,o vestido estou cartas,,Klänningen|klänning|the dress|o vestido;är|är|is|estou;kort.|kort|cards|cartas,,,,,,,,,,,
adjective-kort-2,Kort,adjective,short (person),Baixo (pessoa),kort,,,,practice,Hon är kort.,she is cards,ela estou cartas,,Hon|hon|she|ela;är|är|is|estou;kort.|kort|cards|cartas,,,,,,,,,,,
verb-kunna,Kunna,verb,to be able to,Poder,kunna,,,,practice,Ni kunde sjunga.,you (pl.) be able to sing,vocês poder cantar,past,Ni|ni|you (pl.)|vocês;kunde|kunde|be able to|poder;sjunga.|sjunga|sing|cantar,Ni kan sjunga.,you (pl.) can sing,vocês posso cantar,present,Ni|ni|you (pl.)|vocês;kan|kan|can|posso;sjunga.|sjunga|sing|cantar,Ni ska kunna sjunga.,you (pl.) will be able to sing,vocês vai poder cantar,future,Ni|ni|you (pl.)|vocês;ska|ska|will|vai;kunna|kunna|be able to|poder;sjunga.|sjunga|sing|cantar,
verb-kyssa,Kyssa,verb,to kiss,Beijar,kyssa;kysste;kysser,,,,practice,Jag kysste dig.,I kiss you,eu beijar você (obj.),past,Jag|jag|I|eu;kysste|kysste|kiss|beijar;dig.|dig|you|você (obj.),Jag kysser dig.,I kiss you,eu beijar você (obj.),present,Jag|jag|I|eu;kysser|kyss|kiss|beijar;dig.|dig|you|você (obj.),Jag ska kyssa dig.,I will kiss you,eu vai beijar você (obj.),future,Jag|jag|I|eu;ska|ska|will|vai;kyssa|kyssa|kiss|beijar;dig.|dig|you|você (obj.),
verb-kanna,Känna,verb,to feel / know,Sentir/Conhecer,känna;kände;känner,,,,practice,Hon kände dig.,she feel you,ela sentir te,past,Hon|hon|she|ela;kände|kände|feel|sentir;dig.|dig|you|te,Hon känner dig.,she feel you,ela sentir te,present,Hon|hon|she|ela;känner|känner|feel|sentir;dig.|dig|you|te,Hon ska känna dig.,she will feel you,ela vai sentir te,future,Hon|hon|she|ela;ska|ska|will|vai;känna|känna|feel|sentir;dig.|dig|you|te,
verb-kopa,Köpa,verb,to buy,Comprar,köpa;köpte;köper,,,,practice,Ni köpte bröd.,you (pl.) buy bread,vocês comprar pão,past,Ni|ni|you (pl.)|vocês;köpte|köpte|buy|comprar;bröd.|bröd|bread|pão,Ni köper bröd.,you (pl.) buy bread,vocês comprar pão,present,Ni|ni|you (pl.)|vocês;köper|köp|buy|comprar;bröd.|bröd|bread|pão,Ni ska köpa bröd.,you (pl.) will buy bread,vocês vai comprar pão,future,Ni|ni|you (pl.)|vocês;ska|ska|will|vai;köpa|köpa|buy|comprar;bröd.|bröd|bread|pão,
verb-laga,Laga,verb,to cook,Cozinhar,laga;lagade;lagar,,,,practice,De lagade maten.,they cook the food,eles cozinhar a comida,past,De|de|they|eles;lagade|lagade|cook|cozinhar;maten.|mat|the food|a comida,De lagar maten.,they cook the food,eles cozinhar a comida,present,De|de|they|eles;lagar|lag|cook|cozinhar;maten.|mat|the food|a comida,De ska laga maten.,they will cook the food,eles vai cozinhar a comida,future,De|de|they|eles;ska|ska|will|vai;laga|laga|cook|cozinhar;maten.|mat|the food|a comida,
verb-le,Le,verb,to smile,Sorrir,le;log;ler,,,,practice,Jag log mot dig.,I smile towards you,eu sorrir para você (obj.),past,Jag|jag|I|eu;log|log|smile|sorrir;mot|mot|towards|para;dig.|dig|you|você (obj.),Jag ler mot dig.,I smile towards you,eu sorrir para você (obj.),present,Jag|jag|I|eu;ler|ler|smile|sorrir;mot|mot|towards|para;dig.|dig|you|você (obj.),Jag ska le mot dig.,I will smile towards you,eu vai sorrir para você (obj.),future,Jag|jag|I|eu;ska|ska|will|vai;le|le|smile|sorrir;mot|mot|towards|para;dig.|dig|you|você (obj.),
adjective-ledsen,Ledsen,adjective,sad,Triste,ledsen,,,,practice,Varför är du ledsen?,why is you sad,porquê estou você triste,,Varför|varför|why|porquê;är|är|is|estou;du|du|you|você;ledsen?|ledsen|sad|triste,,,,,,,,,,,
verb-leva,Leva,verb,to live,Viver,leva;levde;lever,,,,practice,Hon levde ensam.,she live alone,ela viver sozinho,past,Hon|hon|she|ela;levde|levde|live|viver;ensam.|ensam|alone|sozinho,Hon lever ensam.,she live alone,ela viver sozinho,present,Hon|hon|she|ela;lever|lever|live|viver;ensam.|ensam|alone|sozinho,Hon ska leva ensam.,she will live alone,ela vai viver sozinho,future,Hon|hon|she|ela;ska|ska|will|vai;leva|leva|live|viver;ensam.|ensam|alone|sozinho,
verb-ligga,Ligga,verb,to lie (position),Localizar-se,ligga;låg;ligger;s,,,,practice,Han låg i sängen.,he lie (position) in the bed,ele localizar-se em a cama,past,Han|han|he|ele;låg|låg|lie (position)|localizar-se;i|i|in|em;sängen.|säng|the bed|a cama,Han ligger i sängen.,he lie (position) in the bed,ele fica em a cama,present,Han|han|he|ele;ligger|ligg|lie (position)|fica;i|i|in|em;sängen.|säng|the bed|a cama,Han ska ligga i s.,he will lie (position) in lie (position),ele vai localizar-se em localizar-se,future,Han|han|he|ele;ska|ska|will|vai;ligga|ligga|lie (position)|localizar-se;i|i|in|em;s.|s|lie (position)|localizar-se,
adjective-lika,Lika,adjective,equal / same,Igual,lika,,,,practice,De är lika.,they is equal,eles estou igual,,De|de|they|eles;är|är|is|estou;lika.|lika|equal|igual,,,,,,,,,,,
adjective-liten,Liten,adjective,small,Pequeno,liten,,,,practice,Bilen är liten.,the car is small,o carro estou pequeno,,Bilen|bil|the car|o carro;är|är|is|estou;liten.|liten|small|pequeno,,,,,,,,,,,
adjective-ljus,Ljus,adjective,light / bright,Claro,ljus;ljust,,,,practice,Rummet är ljust.,the room is light,o quarto estou claro,,Rummet|rummet|the room|o quarto;är|är|is|estou;ljust.|ljus|light|claro,,,,,,,,,,,
verb-lova,Lova,verb,to promise,Prometer,lova;lovade;lovar,,,,practice,Han lovade guld.,he promise gold,ele prometer ouro,past,Han|han|he|ele;lovade|lovade|promise|prometer;guld.|guld|gold|ouro,Han lovar guld.,he promise gold,ele prometer ouro,present,Han|han|he|ele;lovar|lov|promise|prometer;guld.|guld|gold|ouro,Han ska lova guld.,he will promise gold,ele vai prometer ouro,future,Han|han|he|ele;ska|ska|will|vai;lova|lova|promise|prometer;guld.|guld|gold|ouro,
adjective-lugn,Lugn,adjective,calm,Calmo,lugn,,,,practice,Kvällen är lugn.,the evening is calm,a noite estou calmo,,Kvällen|kväll|the evening|a noite;är|är|is|estou;lugn.|lugn|calm|calmo,,,,,,,,,,,
verb-lyssna,Lyssna,verb,to listen,Ouvir,lyssna;lyssnade;lyssnar,,,,practice,Ni lyssnade noga.,you (pl.) listen carefully,vocês ouvir atentamente,past,Ni|ni|you (pl.)|vocês;lyssnade|lyssnade|listen|ouvir;noga.|noga|carefully|atentamente,Ni lyssnar noga.,you (pl.) listen carefully,vocês ouvir atentamente,present,Ni|ni|you (pl.)|vocês;lyssnar|lyssnar|listen|ouvir;noga.|noga|carefully|atentamente,Ni ska lyssna noga.,you (pl.) will listen carefully,vocês vai ouvir atentamente,future,Ni|ni|you (pl.)|vocês;ska|ska|will|vai;lyssna|lyssna|listen|ouvir;noga.|noga|carefully|atentamente,
adjective-lang,Lång,adjective,long,Longo,lång,,,,practice,Resan är lång.,the trip is long,a viagem estou longo,,Resan|resa|the trip|a viagem;är|är|is|estou;lång.|lång|long|longo,,,,,,,,,,,
adjective-lang-2,Lång,adjective,tall,Alto (pessoa),lång,,,,practice,Han är lång.,he is tall,ele estou alto (pessoa),,Han|han|he|ele;är|är|is|estou;lång.|lång|tall|alto (pessoa),,,,,,,,,,,
adjective-langsam,Långsam,adjective,slow,Lento,långsam,,,,practice,Han är långsam.,he is slow,ele estou lento,,Han|han|he|ele;är|är|is|estou;långsam.|långsam|slow|lento,,,,,,,,,,,
adverb-langt,Långt,adverb,far,Longe,långt,,,,practice,Han bor långt borta.,he live far far,ele mora longe longe,,Han|han|he|ele;bor|bor|live|mora;långt|långt|far|longe;borta.|borta|far|longe,,,,,,,,,,,
verb-lara,Lära,verb,to learn,Aprender,lära;lärde;lär,,,,practice,De lärde sig.,they learn oneself,eles aprender se (reflexivo),past,De|de|they|eles;lärde|lärde|learn|aprender;sig.|sig|oneself|se (reflexivo),De lär sig.,they learn oneself,eles aprender se (reflexivo),present,De|de|they|eles;lär|lär|learn|aprender;sig.|sig|oneself|se (reflexivo),De ska lära sig.,they will learn oneself,eles vai aprender se (reflexivo),future,De|de|they|eles;ska|ska|will|vai;lära|lära|learn|aprender;sig.|sig|oneself|se (reflexivo),
verb-lasa,Läsa,verb,to read,Ler,läsa;läste;läser;t,,,,practice,Jag läste tidningen.,I read the newspaper,eu ler o jornal,past,Jag|jag|I|eu;läste|läste|read|ler;tidningen.|tidning|the newspaper|o jornal,Jag läser tidningen.,I read the newspaper,eu leio o jornal,present,Jag|jag|I|eu;läser|läs|read|leio;tidningen.|tidning|the newspaper|o jornal,Jag ska läsa t.,I will read read,eu vai ler ler,future,Jag|jag|I|eu;ska|ska|will|vai;läsa|läsa|read|ler;t.|t|read|ler,
adjective-latt,Lätt,adjective,easy,Fácil,lätt,,,,practice,Det är lätt.,it is easy,isso estou fácil,,Det|det|it|isso;är|är|is|estou;lätt.|lätt|easy|fácil,,,,,,,,,,,
adjective-latt-2,Lätt,adjective,light (weight),Leve,lätt,,,,practice,Den är lätt.,it is light (weight),ela estou leve,,Den|den|it|ela;är|är|is|estou;lätt.|lätt|light (weight)|leve,,,,,,,,,,,
verb-minnas,Minnas,verb,to remember,Lembrar,minnas;mindes;minns,,,,practice,Du mindes allt.,you remember everything,você lembrar tudo,past,Du|du|you|você;mindes|mindes|remember|lembrar;allt.|allt|everything|tudo,Du minns allt.,you remember everything,você lembrar tudo,present,Du|du|you|você;minns|minns|remember|lembrar;allt.|allt|everything|tudo,Du ska minnas allt.,you will remember everything,você vai lembrar tudo,future,Du|du|you|você;ska|ska|will|vai;minnas|minnas|remember|lembrar;allt.|allt|everything|tudo,
verb-minns,Minns,verb,to remember,Lembrar,minns;mindes;minnas;r,,,,practice,Vi mindes resan.,we remember the trip,nós lembrar a viagem,past,Vi|vi|we|nós;mindes|mindes|remember|lembrar;resan.|resa|the trip|a viagem,Vi minns resan.,we remember the trip,nós lembrar a viagem,present,Vi|vi|we|nós;minns|minns|remember|lembrar;resan.|resa|the trip|a viagem,Vi ska minnas r.,we will remember remember,nós vai lembrar lembrar,future,Vi|vi|we|nós;ska|ska|will|vai;minnas|minnas|remember|lembrar;r.|r|remember|lembrar,
adjective-mogen,Mogen,adjective,ripe / mature,Maduro,mogen,,,,practice,Frukten är mogen.,the fruit is ripe,a fruta estou maduro,,Frukten|frukt|the fruit|a fruta;är|är|is|estou;mogen.|mogen|ripe|maduro,,,,,,,,,,,
adverb-mycket,Mycket,adverb,much / very,Muito,mycket,,,,practice,Tack så mycket!,thanks much,obrigado muito,,Tack|tack|thanks|obrigado;så|så|—|—;mycket!|mycket|much|muito,,,,,,,,,,,
verb-mala,Måla,verb,to paint,Pintar,måla;målade;målar,,,,practice,Du målade tavlan.,you paint the painting,você pintar o quadro,past,Du|du|you|você;målade|målade|paint|pintar;tavlan.|tavla|the painting|o quadro,Du målar tavlan.,you paint the painting,você pintar o quadro,present,Du|du|you|você;målar|mål|paint|pintar;tavlan.|tavla|the painting|o quadro,Du ska måla tavlan.,you will paint the painting,você vai pintar o quadro,future,Du|du|you|você;ska|ska|will|vai;måla|måla|paint|pintar;tavlan.|tavla|the painting|o quadro,
verb-maste,Måste,verb,must / have to,Precisar (ter de),måste;gå.*,,,,practice,Jag måste gå.,I must must,eu precisar (ter de) ir,past,Jag|jag|I|eu;måste|måste|must|precisar (ter de);gå.|gå|must|ir,Jag måste gå.,I must must,eu precisar (ter de) ir,present,Jag|jag|I|eu;måste|måste|must|precisar (ter de);gå.|gå|must|ir,Jag ska måste gå.*,I will must must,eu vai precisar (ter de) precisar (ter de),future,Jag|jag|I|eu;ska|ska|will|vai;måste|måste|must|precisar (ter de);gå.*|gå.*|must|precisar (ter de),
adverb-mojligen,Möjligen,adverb,possibly,Talvez (formal),möjligen,,,,practice,Det är möjligen sant.,it is possibly true,isso estou talvez (formal) verdade,,Det|det|it|isso;är|är|is|estou;möjligen|möjligen|possibly|talvez (formal);sant.|sant|true|verdade,,,,,,,,,,,
adjective-mork,Mörk,adjective,dark,Escuro,mörk;mörkt,,,,practice,Det är mörkt ute.,it is dark outside,isso estou escuro lá fora,,Det|det|it|isso;är|är|is|estou;mörkt|mörk|dark|escuro;ute.|ute|outside|lá fora,,,,,,,,,,,
adverb-nere,Nere,adverb,downstairs / below,Em baixo,nere,,,,practice,De väntar nere.,they wait downstairs,eles esperam em baixo,,De|de|they|eles;väntar|vänt|wait|esperam;nere.|nere|downstairs|em baixo,,,,,,,,,,,
adverb-nu,Nu,adverb,now,Agora,nu,,,,practice,Vad gör vi nu?,what we now,o quê fazemos nós agora,,Vad|vad|what|o quê;gör|gör|—|fazemos;vi|vi|we|nós;nu?|nu|now|agora,,,,,,,,,,,
adjective-ny,Ny,adjective,new,Novo,ny,,,,practice,Jag har en ny bok.,I has a new book,eu tem um novo livro,,Jag|jag|I|eu;har|har|has|tem;en|en|a|um;ny|ny|new|novo;bok.|bok|book|livro,,,,,,,,,,,
adverb-nara,Nära,adverb,near,Perto,nära,,,,practice,Vi bor nära.,we live near,nós moramos perto,,Vi|vi|we|nós;bor|bor|live|moramos;nära.|nära|near|perto,,,,,,,,,,,
adjective-nasta,Nästa,adjective,next,Próximo,nästa,,,,practice,Nästa vecka.,next week,próximo semana,,Nästa|nästa|next|próximo;vecka.|vecka|week|semana,,,,,,,,,,,
adverb-nastan,Nästan,adverb,almost,Quase,nästan,,,,practice,Vi är nästan framme.,we is almost in the destination,nós estou quase no destino,,Vi|vi|we|nós;är|är|is|estou;nästan|nästan|almost|quase;framme.|framme|in the destination|no destino,,,,,,,,,,,
adverb-ocksa,Också,adverb,also,Também,också,,,,practice,Han kommer också.,he comes also,ele vem também,,Han|han|he|ele;kommer|kommer|comes|vem;också.|också|also|também,,,,,,,,,,,
adverb-ofta,Ofta,adverb,often,Frequentemente,ofta,,,,practice,Vi ses ofta.,we often,nós nos vemos frequentemente,,Vi|vi|we|nós;ses|ses|—|nos vemos;ofta.|ofta|often|frequentemente,,,,,,,,,,,
adjective-olika,Olika,adjective,different,Diferente,olika,,,,practice,Vi är olika.,we is different,nós estou diferente,,Vi|vi|we|nós;är|är|is|estou;olika.|olika|different|diferente,,,,,,,,,,,
adjective-orattvis,Orättvis,adjective,unfair,Injusto,orättvis;orättvist,,,,practice,Det är orättvist.,it is unfair,isso estou injusto,,Det|det|it|isso;är|är|is|estou;orättvist.|orättvis|unfair|injusto,,,,,,,,,,,
adjective-ovanlig,Ovanlig,adjective,rare / unusual,Raro,ovanlig,,,,practice,En ovanlig fågel.,a rare bird,um raro pássaro,,En|en|a|um;ovanlig|ovanlig|rare|raro;fågel.|fågel|bird|pássaro,,,,,,,,,,,
verb-prata,Prata,verb,to speak,Falar,prata;pratade;pratar,,,,practice,Han pratade nu.,he speak now,ele falar agora,past,Han|han|he|ele;pratade|pratade|speak|falar;nu.|nu|now|agora,Han pratar nu.,he speaks now,ele fala agora,present,Han|han|he|ele;pratar|prat|speaks|fala;nu.|nu|now|agora,Han ska prata nu.,he will speak now,ele vai falar agora,future,Han|han|he|ele;ska|ska|will|vai;prata|prata|speak|falar;nu.|nu|now|agora,
adverb-precis,Precis,adverb,exactly,Exatamente,precis,,,,practice,Klockan är precis tio.,the clock is exactly ten,o relógio estou exatamente dez,,Klockan|klockan|the clock|o relógio;är|är|is|estou;precis|precis|exactly|exatamente;tio.|tio|ten|dez,,,,,,,,,,,
adverb-redan,Redan,adverb,already,Já,redan,,,,practice,Är du redan här?,is you already here,estou você já aqui,,Är|är|is|estou;du|du|you|você;redan|redan|already|já;här?|här|here|aqui,,,,,,,,,,,
adjective-ren,Ren,adjective,clean,Limpo,ren,,,,practice,Tröjan är ren.,the sweater is clean,a blusa estou limpo,,Tröjan|tröja|the sweater|a blusa;är|är|is|estou;ren.|ren|clean|limpo,,,,,,,,,,,
verb-resa,Resa,verb,to travel,Viajar,resa;reste;reser,,,,practice,Ni reste bort.,you (pl.) travel away,vocês viajar para longe,past,Ni|ni|you (pl.)|vocês;reste|reste|travel|viajar;bort.|bort|away|para longe,Ni reser bort.,you (pl.) travel away,vocês viajar para longe,present,Ni|ni|you (pl.)|vocês;reser|rese|travel|viajar;bort.|bort|away|para longe,Ni ska resa bort.,you (pl.) will travel away,vocês vai viajar para longe,future,Ni|ni|you (pl.)|vocês;ska|ska|will|vai;resa|resa|travel|viajar;bort.|bort|away|para longe,
adjective-rik,Rik,adjective,rich,Rico,rik;rika,,,,practice,De är rika.,they is rich,eles estou rico,,De|de|they|eles;är|är|is|estou;rika.|rik|rich|rico,,,,,,,,,,,
